CS14_ENG_001_00	per:holds_shares_in	LDC	bolt-eng-DF-170-181113-84603:83990-84106	Global Crossing	bolt-eng-DF-170-181113-84603:11752-11766	1.0
CS14_ENG_124_00	per:children	LDC	AFP_ENG_20100326.0585:1779-1908	Imee Marcos	AFP_ENG_20100326.0585:3219-3229	1.0
CS14_ENG_124_01	per:title	LDC	AFP_ENG_20091202.0545:1324-1395	legislator	AFP_ENG_20091202.0545:1368-1377	1.0
CS14_ENG_124_01	per:title	LDC	XIN_ENG_20100514.0027:4579-4631	provincial governor	XIN_ENG_20100514.0027:4612-4630	1.0
CS14_ENG_124_01	per:title	LDC	APW_ENG_20090804.0608:728-750	Rep.	APW_ENG_20090804.0608:735-738	1.0
CS14_ENG_125_00	per:organizations_founded	LDC	eng-NG-31-109023-9004517:14407-14453	Liberty Lobby	eng-NG-31-109023-9004517:3268-3280	1.0
CS14_ENG_125_01	org:subsidiaries	LDC	eng-NG-31-127447-9223219:787-857	Board of Policy	eng-NG-31-127447-9223219:826-840	1.0
CS14_ENG_125_00	per:organizations_founded	LDC	eng-NG-31-127447-9223612:5518-5598	Institute for Historical Review	eng-NG-31-127447-9223612:5009-5039	1.0
CS14_ENG_126_00	org:students	LDC	eng-NG-31-126958-9171818:5424-5562	Marshall Tome	eng-NG-31-126958-9171818:5092-5104	1.0
CS14_ENG_126_01	per:date_of_death	LDC	eng-NG-31-126958-9171818:5125-5242	2007-11-23	eng-NG-31-126958-9171818:5236-5241	1.0
CS14_ENG_126_00	org:students	LDC	WPB_ENG_20100812.0012:4523-4639	Juan Manuel Santos	WPB_ENG_20100812.0012:238-255	1.0
CS14_ENG_126_00	org:students	LDC	eng-NG-31-127450-9226293:2978-3066	Brian Hall	eng-NG-31-127450-9226293:158-167	1.0
CS14_ENG_126_00	org:students	LDC	NYT_ENG_20101229.0010:1582-1681	Frances Helen Ginsberg	NYT_ENG_20101229.0010:1518-1539	1.0
CS14_ENG_126_00	org:students	LDC	APW_ENG_20101001.0575:2808-2867	Sally Buzbee	APW_ENG_20101001.0575:58-69	1.0
CS14_ENG_126_00	org:students	LDC	LTW_ENG_20091002.0045:2702-2824	Merrill Daniel Peterson	LTW_ENG_20091002.0045:2702-2724	1.0
CS14_ENG_128_00	org:employees_or_members	LDC	LTW_ENG_20090704.0034:1828-1949	John Heibel	LTW_ENG_20090704.0034:7647-7656	1.0
CS14_ENG_128_00	org:employees_or_members	LDC	LTW_ENG_20090704.0034:1828-1949	Mary Ellen Heibel	LTW_ENG_20090704.0034:194-210	1.0
CS14_ENG_128_01	per:age	LDC	LTW_ENG_20090704.0034:2401-2545,LTW_ENG_20090704.0034:2547-2563	71	LTW_ENG_20090704.0034:2521-2522	1.0
CS14_ENG_129_00	org:subsidiaries	LDC	APW_ENG_20101118.0304:366-497	international cooperation department	APW_ENG_20101118.0304:405-440	1.0
CS14_ENG_129_01	org:employees_or_members	LDC	APW_ENG_20101118.0304:366-497	Gu Jun	APW_ENG_20101118.0304:366-371	1.0
CS14_ENG_129_00	org:subsidiaries	LDC	XIN_ENG_20100720.0385:384-533,XIN_ENG_20100720.0385:535-556	development and planning department	XIN_ENG_20100720.0385:510-544	1.0
CS14_ENG_129_01	org:employees_or_members	LDC	XIN_ENG_20100720.0385:384-533,XIN_ENG_20100720.0385:535-556	Jiang Bing	XIN_ENG_20100720.0385:486-495	1.0
CS14_ENG_129_00	org:subsidiaries	LDC	XIN_ENG_20101206.0423:418-521	department of new energy and renewable energy	XIN_ENG_20101206.0423:466-510	1.0
CS14_ENG_129_01	org:employees_or_members	LDC	XIN_ENG_20101206.0423:418-521	Wang Jun	XIN_ENG_20101206.0423:444-451	1.0
CS14_ENG_129_01	org:employees_or_members	LDC	XIN_ENG_20100423.0411:672-814	Shi Lishan	XIN_ENG_20100423.0411:799-808	1.0
CS14_ENG_129_00	org:subsidiaries	LDC	XIN_ENG_20100322.0407:422-500	Energy Saving and Science Equipment Department	XIN_ENG_20100322.0407:449-494	1.0
CS14_ENG_129_01	org:employees_or_members	LDC	XIN_ENG_20100322.0407:422-500	Huang Li	XIN_ENG_20100322.0407:422-429	1.0
CS14_ENG_129_00	org:subsidiaries	LDC	XIN_ENG_20100721.0469:472-622	Comprehensive Department	XIN_ENG_20100721.0469:509-532	1.0
CS14_ENG_129_01	org:employees_or_members	LDC	XIN_ENG_20100721.0469:472-622	Zhou Xi'an	XIN_ENG_20100721.0469:472-481	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	bolt-eng-DF-170-181105-45689:1323-1468,bolt-eng-DF-170-181105-45689:99-116	Jackson Healthcare	bolt-eng-DF-170-181105-45689:1395-1412	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	APW_ENG_20100827.0833:389-535,APW_ENG_20100827.0833:537-557	Children's Healthcare of Atlanta	APW_ENG_20100827.0833:512-543	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	NYT_ENG_20101026.0037:498-577	Beverly Losman	NYT_ENG_20101026.0037:498-511	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	NYT_ENG_20101229.0040:12361-12479	James Fortenberry	NYT_ENG_20101229.0040:12400-12416	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	AFP_ENG_20100823.0294:1325-1448	Colonial Pipeline	AFP_ENG_20100823.0294:889-905	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	NYT_ENG_20100414.0048:1962-2045	St. Aiden's Episcopal Church	NYT_ENG_20100414.0048:2000-2027	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	NYT_ENG_20091110.0061:299-447,NYT_ENG_20091110.0061:449-489	inCode Telecom	NYT_ENG_20091110.0061:226-239	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	NYT_ENG_20091110.0061:536-598	Jorge Fuenzalida	NYT_ENG_20091110.0061:536-551	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	NYT_ENG_20101001.0041:977-1120,NYT_ENG_20101001.0041:1122-1127	American Affluence Research Center	NYT_ENG_20101001.0041:1094-1127	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	NYT_ENG_20101001.0041:1310-1342	Ron Kurtz	NYT_ENG_20101001.0041:1310-1318	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	APW_ENG_20100121.1401:3104-3238	Cellu Tissue Holdings Inc.	APW_ENG_20100121.1401:2309-2334	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	NYT_ENG_20100305.0047:211-357,NYT_ENG_20100305.0047:359-365	Foundation Beyond Belief	NYT_ENG_20100305.0047:273-296	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	NYT_ENG_20100305.0047:211-357,NYT_ENG_20100305.0047:359-365	Dale McGowan	NYT_ENG_20100305.0047:211-222	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	NYT_ENG_20100305.0047:2402-2456	Ashlyn Noble	NYT_ENG_20100305.0047:2424-2435	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	APW_ENG_20101015.0750:1477-1578	Global Vehicles USA Inc.	APW_ENG_20101015.0750:780-803	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	APW_ENG_20101015.0750:1077-1139	John Perez	APW_ENG_20101015.0750:1109-1118	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	NYT_ENG_20090628.0023:3753-3809	Casey McGraw	NYT_ENG_20090628.0023:3753-3764	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	APW_ENG_20100422.1406:2330-2436	Alimera Sciences Inc.	APW_ENG_20100422.1406:2132-2152	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	NYT_ENG_20091217.0051:2730-2876,NYT_ENG_20091217.0051:2878-2929	Civitium	NYT_ENG_20091217.0051:2869-2876	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	NYT_ENG_20101109.0033:2535-2659	North Point Community Church	NYT_ENG_20101109.0033:2535-2562	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	NYT_ENG_20101109.0033:5621-5702	Andy Stanely	NYT_ENG_20101109.0033:5667-5678	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	NYT_ENG_20101109.0033:6994-7073	Linda McGrue	NYT_ENG_20101109.0033:6994-7005	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	WPB_ENG_20100903.0042:2683-2829,WPB_ENG_20100903.0042:2831-2857	United Egg Producers	WPB_ENG_20100903.0042:2585-2604	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	APW_ENG_20090901.1207:3147-3296,APW_ENG_20090901.1207:3298-3359	Mitch Head	APW_ENG_20090901.1207:3176-3185	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	WPB_ENG_20101210.0072:7093-7157	Ken Klippen	WPB_ENG_20101210.0072:7093-7103	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	APW_ENG_20091119.0340:2656-2766	Bob Krouse	APW_ENG_20091119.0340:2656-2665	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	NYT_ENG_20090707.0117:4792-4890	Howard Magwire	NYT_ENG_20090707.0117:4792-4805	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	APW_ENG_20100207.0042:2533-2680,APW_ENG_20100207.0042:2682-2722	North American Mission Board	APW_ENG_20100207.0042:2561-2588	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	eng-NG-31-126847-9165526:1667-1752	Terry Fox	eng-NG-31-126847-9165526:898-906	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	eng-NG-31-142899-10121207:6466-6561	Geoff Hammond	eng-NG-31-142899-10121207:6466-6478	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	eng-NG-31-142900-10122002:15489-15611	Mike Licona	eng-NG-31-142900-10122002:386-396	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	bolt-eng-DF-199-192783-6848028:56765-56853	Rob Bowman	bolt-eng-DF-199-192783-6848028:56765-56774	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	eng-NG-31-126841-8221796:6134-6207	Peter Sharber	eng-NG-31-126841-8221796:6134-6146	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	eng-NG-31-137615-9799138:3790-3886	Shri Ravi	eng-NG-31-137615-9799138:14653-14661	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	eng-NG-31-142687-8720429:150088-150154	Robert Reccord	eng-NG-31-142687-8720429:150088-150101	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	NYT_ENG_20090813.0119:3124-3199	MedAssets	NYT_ENG_20090813.0119:3151-3159	1.0
CS14_ENG_130_00	gpe:headquarters_in_city	LDC	WPB_ENG_20101202.0051:3497-3616	Infor Global Solutions Inc.	WPB_ENG_20101202.0051:3562-3588	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	XIN_ENG_20091108.0252:602-697	Tobin Alexander	XIN_ENG_20091108.0252:602-616	1.0
CS14_ENG_130_01	org:employees_or_members	LDC	WPB_ENG_20101202.0051:3497-3616	Bruce Richardson	WPB_ENG_20101202.0051:3230-3245	1.0
CS14_ENG_131_00	org:students	LDC	APW_ENG_20100208.1015:340-419	David Souter	APW_ENG_20100208.1015:251-262	1.0
CS14_ENG_131_01	per:cities_of_residence	LDC	bolt-eng-DF-170-181122-8810518:4473-4576	Weare	bolt-eng-DF-170-181122-8810518:758-762	1.0
CS14_ENG_132_00	gpe:residents_of_city	LDC	NYT_ENG_20100505.0134:1171-1269	NYT_ENG_20100505.0134	NYT_ENG_20100505.0134:9-29	1.0
CS14_ENG_132_01	per:schools_attended	LDC	NYT_ENG_20100505.0134:1272-1371	University of Bridgeport	NYT_ENG_20100505.0134:1348-1371	1.0
CS14_ENG_133_00	gpe:employees_or_members	LDC	XIN_ENG_20101008.0080:188-287	Mohammad Omar	XIN_ENG_20101008.0080:188-200	1.0
CS14_ENG_133_01	per:title	LDC	XIN_ENG_20101008.0080:188-287	governor	XIN_ENG_20101008.0080:84-91	1.0
CS14_ENG_133_00	gpe:employees_or_members	LDC	eng-NG-31-127078-9185877:4763-4833	Asadollah Amarkhil	eng-NG-31-127078-9185877:4776-4793	1.0
CS14_ENG_133_01	per:title	LDC	eng-NG-31-127078-9185877:4763-4833	security chief	eng-NG-31-127078-9185877:4800-4813	1.0
CS14_ENG_133_01	per:title	LDC	eng-NG-31-127078-9185877:4763-4833	General	eng-NG-31-127078-9185877:4768-4774	1.0
CS14_ENG_133_00	gpe:employees_or_members	LDC	XIN_ENG_20101019.0111:213-360,XIN_ENG_20101019.0111:362-390	Abdul Rahman Syedkhili	XIN_ENG_20101019.0111:356-377	1.0
CS14_ENG_133_01	per:title	LDC	XIN_ENG_20101019.0111:213-360,XIN_ENG_20101019.0111:362-390	police chief	XIN_ENG_20101019.0111:343-354	1.0
CS14_ENG_133_00	gpe:employees_or_members	LDC	XIN_ENG_20090927.0051:305-419	Mohammad Razaq Yaqubi	XIN_ENG_20090927.0051:329-349	1.0
CS14_ENG_133_01	per:title	LDC	XIN_ENG_20090927.0051:305-419	police chief	XIN_ENG_20090927.0051:356-367	1.0
CS14_ENG_134_00	per:organizations_founded	LDC	LTW_ENG_20091022.0006:735-865	WiserTogether	LTW_ENG_20091022.0006:853-865	1.0
CS14_ENG_134_01	org:website	LDC	LTW_ENG_20091022.0006:835-885	wisertogether.com	LTW_ENG_20091022.0006:868-884	1.0
CS14_ENG_135_00	gpe:deaths_in_city	LDC	eng-NG-31-126958-8238186:696-769	Butch van Breda Kolff	eng-NG-31-126958-8238186:158-178	1.0
CS14_ENG_135_01	per:age	LDC	eng-NG-31-126958-8238186:696-769	84	eng-NG-31-126958-8238186:181-182	1.0
CS14_ENG_135_00	gpe:deaths_in_city	LDC	NYT_ENG_20100425.0170:134-281,NYT_ENG_20100425.0170:283-353	Allison Stacey Cowles	NYT_ENG_20100425.0170:58-78	1.0
CS14_ENG_135_00	gpe:deaths_in_city	LDC	AFP_ENG_20100219.0306:1276-1390,AFP_ENG_20100219.0306:1391-1437	John Babcock	AFP_ENG_20100219.0306:207-218	1.0
CS14_ENG_136_00	gpe:deaths_in_city	LDC	APW_ENG_20090804.0786:501-603	Theodore D. Nierenberg	APW_ENG_20090804.0786:273-294	1.0
CS14_ENG_136_01	per:organizations_founded	LDC	APW_ENG_20090804.0786:172-271	Dansk International Designs	APW_ENG_20090804.0786:201-227	1.0
CS14_ENG_137_00	per:organizations_founded	LDC	eng-NG-31-130754-8410609:2832-2931	Mary Kay cosmetics	eng-NG-31-130754-8410609:158-175	1.0
CS14_ENG_137_01	org:date_founded	LDC	eng-NG-31-130754-8410609:2832-2931	1963-09-XX	eng-NG-31-130754-8410609:2914-2930	1.0
CS14_ENG_138_00	per:top_member_employee_of	LDC	APW_ENG_20100830.0821:1878-1956	Lehman Bros.	APW_ENG_20100830.0821:1904-1915	1.0
CS14_ENG_138_01	org:date_founded	LDC	eng-NG-31-126253-9119665:1428-1523	1850-XX-XX	eng-NG-31-126253-9119665:1439-1442	1.0
CS14_ENG_139_00	gpe:residents_of_city	LDC	LTW_ENG_20090926.0030:1545-1654	Richard McCroskey	LTW_ENG_20090926.0030:165-181	1.0
CS14_ENG_139_01	per:alternate_names	LDC	APW_ENG_20090921.0798:837-914	Syko Sam	APW_ENG_20090921.0798:883-890	1.0
CS14_ENG_139_00	gpe:residents_of_city	LDC	NYT_ENG_20090921.0097:635-781,NYT_ENG_20090921.0097:783-883	Sarah McCroskey	NYT_ENG_20090921.0097:788-802	1.0
CS14_ENG_139_00	gpe:residents_of_city	LDC	NYT_ENG_20100203.0153:1750-1827	Mike Santo	NYT_ENG_20100203.0153:1754-1763	1.0
CS14_ENG_139_00	gpe:residents_of_city	LDC	NYT_ENG_20100803.0161:3065-3199,NYT_ENG_20100803.0161:3200-3220	Rylan Sandoval	NYT_ENG_20100803.0161:3159-3172	1.0
CS14_ENG_140_00	org:top_members_employees	LDC	LTW_ENG_20090618.0079:1278-1372	Ronald A. Williams	LTW_ENG_20090618.0079:1302-1319	1.0
CS14_ENG_140_01	per:title	LDC	LTW_ENG_20090618.0079:1278-1372	president	LTW_ENG_20090618.0079:1335-1343	1.0
CS14_ENG_140_01	per:title	LDC	LTW_ENG_20090618.0079:1278-1372	chairman	LTW_ENG_20090618.0079:1356-1363	1.0
CS14_ENG_140_01	per:title	LDC	LTW_ENG_20090618.0079:1278-1372	CEO	LTW_ENG_20090618.0079:1369-1371	1.0
CS14_ENG_140_00	org:top_members_employees	LDC	LTW_ENG_20090618.0079:1278-1424,LTW_ENG_20090618.0079:1426-1466,LTW_ENG_20090618.0079:58-112	John W. Rowe	LTW_ENG_20090618.0079:1378-1389	1.0
CS14_ENG_140_01	per:title	LDC	LTW_ENG_20090618.0079:1278-1424,LTW_ENG_20090618.0079:1426-1466,LTW_ENG_20090618.0079:58-112	chairman	LTW_ENG_20090618.0079:1356-1363	1.0
CS14_ENG_140_01	per:title	LDC	LTW_ENG_20090618.0079:1278-1424,LTW_ENG_20090618.0079:1426-1466,LTW_ENG_20090618.0079:58-112	CEO	LTW_ENG_20090618.0079:1369-1371	1.0
CS14_ENG_140_00	org:top_members_employees	LDC	LTW_ENG_20090618.0079:1278-1424,LTW_ENG_20090618.0079:1426-1466,LTW_ENG_20090618.0079:58-112	Allen M. Bennett	LTW_ENG_20090618.0079:1417-1432	1.0
CS14_ENG_140_01	per:title	LDC	LTW_ENG_20090618.0079:1278-1424,LTW_ENG_20090618.0079:1426-1466,LTW_ENG_20090618.0079:58-112	chief financial officer	LTW_ENG_20090618.0079:1443-1465	1.0
CS14_ENG_141_00	gpe:residents_of_city	LDC	XIN_ENG_20101103.0317:194-312	Basaaly Saeed Moalin	XIN_ENG_20101103.0317:394-413	1.0
CS14_ENG_141_01	per:charges	LDC	XIN_ENG_20101103.0317:370-514,XIN_ENG_20101103.0317:516-521	providing assistance to Al Shabab	XIN_ENG_20101103.0317:489-521	1.0
CS14_ENG_141_00	gpe:residents_of_city	LDC	XIN_ENG_20101103.0317:194-312	Mohamed Mohamed Mohamud	XIN_ENG_20101103.0317:420-442	1.0
CS14_ENG_141_01	per:charges	LDC	XIN_ENG_20101103.0317:370-514,XIN_ENG_20101103.0317:516-521	providing assistance to Al Shabab	XIN_ENG_20101103.0317:489-521	1.0
CS14_ENG_141_00	gpe:residents_of_city	LDC	XIN_ENG_20101103.0317:194-312	Issa Doreh	XIN_ENG_20101103.0317:453-462	1.0
CS14_ENG_141_01	per:charges	LDC	XIN_ENG_20101103.0317:370-514,XIN_ENG_20101103.0317:516-521	providing assistance to Al Shabab	XIN_ENG_20101103.0317:489-521	1.0
CS14_ENG_141_00	gpe:residents_of_city	LDC	XIN_ENG_20101103.0317:1164-1273	Serwan Mostafa	XIN_ENG_20101103.0317:1204-1217	1.0
CS14_ENG_141_01	per:charges	LDC	XIN_ENG_20101103.0317:1164-1273	helping the same group	XIN_ENG_20101103.0317:1251-1272	1.0
CS14_ENG_141_00	gpe:residents_of_city	LDC	WPB_ENG_20100805.0064:1395-1540	Jehad Serwan Mostafa	WPB_ENG_20100805.0064:1484-1503	1.0
CS14_ENG_141_01	per:charges	LDC	WPB_ENG_20100805.0064:1253-1384	providing money, personnel and services to al-Shabab	WPB_ENG_20100805.0064:1332-1383	1.0
CS14_ENG_141_00	gpe:residents_of_city	LDC	APW_ENG_20101208.0776:362-447	Yolanda Lugo Jimenez	APW_ENG_20101208.0776:392-411	1.0
CS14_ENG_141_01	per:charges	LDC	APW_ENG_20101208.0776:187-300	entering the United States illegally	APW_ENG_20101208.0776:265-300	1.0
CS14_ENG_141_00	gpe:residents_of_city	LDC	APW_ENG_20101216.0608:615-762,APW_ENG_20101216.0608:764-777	Walter Shimoon	APW_ENG_20101216.0608:684-697	1.0
CS14_ENG_141_01	per:charges	LDC	APW_ENG_20101216.0608:779-926	conspiracy to commit securities fraud	APW_ENG_20101216.0608:817-853	1.0
CS14_ENG_142_00	per:siblings	LDC	APW_ENG_20101104.0018:2727-2808,APW_ENG_20101104.0018:2578-2667	Patricia Gonzalez	APW_ENG_20101104.0018:2651-2667	1.0
CS14_ENG_142_01	per:title	LDC	APW_ENG_20101104.0018:2651-2725	attorney general	APW_ENG_20101104.0018:2681-2696	1.0
CS14_ENG_143_00	per:holds_shares_in	LDC	WPB_ENG_20100531.0002:7020-7051	Ion Exchange (India) Ltd.	WPB_ENG_20100531.0002:5602-5626	1.0
CS14_ENG_143_01	org:city_of_headquarters	LDC	WPB_ENG_20100531.0002:5535-5626	Mumbai	WPB_ENG_20100531.0002:5589-5594	1.0
CS14_ENG_144_00	org:subsidiaries	LDC	XIN_ENG_20100819.0392:380-527	Lotte Food Co. Ltd.	XIN_ENG_20100819.0392:427-453	1.0
CS14_ENG_144_01	org:country_of_headquarters	LDC	XIN_ENG_20100820.0336:601-664	China	XIN_ENG_20100820.0336:645-649	1.0
CS14_ENG_144_00	org:subsidiaries	LDC	AFP_ENG_20100716.0558:1086-1153	Honam Petrochemical Corp	AFP_ENG_20100716.0558:206-229	1.0
CS14_ENG_144_01	org:country_of_headquarters	LDC	AFP_ENG_20100716.0558:192-229	South Korea	AFP_ENG_20100716.0558:192-202	1.0
CS14_ENG_145_00	org:subsidiaries	LDC	AFP_ENG_20100713.0597:1400-1500	Asia Stainless Corp	AFP_ENG_20100713.0597:1448-1466	1.0
CS14_ENG_145_01	org:country_of_headquarters	LDC	AFP_ENG_20100713.0597:1400-1500	Vietnam	AFP_ENG_20100713.0597:1438-1444	1.0
CS14_ENG_145_00	org:subsidiaries	LDC	AFP_ENG_20100713.0597:1400-1500	Taihan ST Corp	AFP_ENG_20100713.0597:1472-1485	1.0
CS14_ENG_145_01	org:country_of_headquarters	LDC	AFP_ENG_20100713.0597:1472-1500	South Korea	AFP_ENG_20100713.0597:186-196	1.0
CS14_ENG_145_00	org:subsidiaries	LDC	AFP_ENG_20100119.0759:1357-1453	POSCO E and C	AFP_ENG_20100119.0759:1389-1401	1.0
CS14_ENG_145_00	org:subsidiaries	LDC	WPB_ENG_20101011.0004:5482-5497	Posco India Ltd.	WPB_ENG_20101011.0004:5482-5497	1.0
CS14_ENG_145_01	org:country_of_headquarters	LDC	XIN_ENG_20100515.0034:388-519	India	XIN_ENG_20100515.0034:86-90	1.0
CS14_ENG_145_00	org:subsidiaries	LDC	AFP_ENG_20100830.0308:184-318	Daewoo International	AFP_ENG_20100830.0308:299-318	1.0
CS14_ENG_145_01	org:country_of_headquarters	LDC	AFP_ENG_20100514.0716:58-103	South Korea	AFP_ENG_20100514.0716:185-195	1.0
CS14_ENG_146_00	org:students	LDC	APW_ENG_20100827.0118:3018-3119,APW_ENG_20100827.0118:3647-3734	Aijalon Gomes	APW_ENG_20100827.0118:189-201	1.0
CS14_ENG_146_01	per:charges	LDC	APW_ENG_20100827.0118:1920-2031	illegally entering the country	APW_ENG_20100827.0118:2001-2030	1.0
CS14_ENG_146_00	org:students	LDC	NYT_ENG_20100518.0125:634-720	Adam Wheeler	NYT_ENG_20100518.0125:414-425	1.0
CS14_ENG_146_01	per:charges	LDC	NYT_ENG_20100518.0125:1284-1345	larceny	NYT_ENG_20100518.0125:1339-1345	1.0
CS14_ENG_146_00	org:students	LDC	NYT_ENG_20100902.0190:3877-3911	Vance Nye Bourjaily	NYT_ENG_20100902.0190:3513-3531	1.0
CS14_ENG_146_00	org:students	LDC	NYT_ENG_20100504.0054:1297-1406	John Weatherbee Tarbell Jr.	NYT_ENG_20100504.0054:134-160	1.0
CS14_ENG_146_00	org:students	LDC	NYT_ENG_20090623.0129:1239-1309	Robert William Stoffel	NYT_ENG_20090623.0129:1007-1028	1.0
CS14_ENG_146_00	org:students	LDC	NYT_ENG_20100214.0137:2034-2148	Franklin Pierce	NYT_ENG_20100214.0137:2084-2098	1.0
CS14_ENG_146_00	org:students	LDC	eng-NG-31-105609-8888071:568-660	Esther M. Baker-Tarpaga	eng-NG-31-105609-8888071:568-590	1.0
CS14_ENG_147_00	per:employee_or_member_of	LDC	WPB_ENG_20101013.0033:595-684	Harvard University	WPB_ENG_20101013.0033:595-612	1.0
CS14_ENG_147_01	org:date_founded	LDC	eng-NG-31-104385-11708384:5557-5594	1636-XX-XX	eng-NG-31-104385-11708384:5590-5593	1.0
CS14_ENG_147_00	per:employee_or_member_of	LDC	bolt-eng-DF-200-192451-5802347:12914-13044	Harvard Business School	bolt-eng-DF-200-192451-5802347:13021-13043	1.0
CS14_ENG_147_01	org:date_founded	LDC	NYT_ENG_20100504.0207:3375-3478	1908-XX-XX	NYT_ENG_20100504.0207:3386-3389	1.0
CS14_ENG_148_00	gpe:births_in_city	LDC	WPB_ENG_20100406.0051:2288-2379	John Griffith Shaffer	WPB_ENG_20100406.0051:2288-2308	1.0
CS14_ENG_148_01	per:date_of_death	LDC	WPB_ENG_20100406.0051:216-365	2010-04-03	WPB_ENG_20100406.0051:359-365	1.0
CS14_ENG_148_00	gpe:births_in_city	LDC	APW_ENG_20100523.0038:809-892	Stan Jones	APW_ENG_20100523.0038:72-81	1.0
CS14_ENG_148_01	per:date_of_death	LDC	APW_ENG_20100523.0038:348-407	2010-05-21	APW_ENG_20100523.0038:359-370	1.0
CS14_ENG_149_00	org:members	LDC	APW_ENG_20090612.0628:781-806	Angola	APW_ENG_20090612.0628:58-63	1.0
CS14_ENG_149_01	gpe:employees_or_members	LDC	AFP_ENG_20090626.0293:2435-2473	Agostinho Neto	AFP_ENG_20090626.0293:2460-2473	1.0
CS14_ENG_150_00	per:employee_or_member_of	LDC	XIN_ENG_20091023.0363:177-239	China Securities Regulatory Commission	XIN_ENG_20091023.0363:202-239	1.0
CS14_ENG_150_01	org:alternate_names	LDC	XIN_ENG_20100114.0438:649-693	CSRC	XIN_ENG_20100114.0438:689-692	1.0
CS14_ENG_151_00	org:top_members_employees	LDC	APW_ENG_20101208.0457:454-556	Bella Goren	APW_ENG_20101208.0457:458-468	1.0
CS14_ENG_151_01	per:title	LDC	APW_ENG_20101208.0457:339-443	chief financial officer	APW_ENG_20101208.0457:343-365	1.0
CS14_ENG_151_00	org:top_members_employees	LDC	APW_ENG_20101006.0395:177-277	Gerard Arpey	APW_ENG_20101006.0395:203-214	1.0
CS14_ENG_151_01	per:title	LDC	APW_ENG_20101006.0395:177-277	Chief Executive	APW_ENG_20101006.0395:187-201	1.0
CS14_ENG_151_01	per:title	LDC	XIN_ENG_20100421.0265:946-996	chairman	XIN_ENG_20100421.0265:950-957	1.0
CS14_ENG_151_00	org:top_members_employees	LDC	APW_ENG_20091109.0867:2184-2244	Kenji Hashimoto	APW_ENG_20091109.0867:2195-2209	1.0
CS14_ENG_151_01	per:title	LDC	APW_ENG_20091109.0867:2184-2244	vice president of alliances	APW_ENG_20091109.0867:2218-2244	1.0
CS14_ENG_151_00	org:top_members_employees	LDC	NYT_ENG_20091228.0120:6119-6179	Robert L. Crandall	NYT_ENG_20091228.0120:6124-6141	1.0
CS14_ENG_151_01	per:title	LDC	NYT_ENG_20091228.0120:6119-6179	chairman	NYT_ENG_20091228.0120:6155-6162	1.0
CS14_ENG_151_00	org:top_members_employees	LDC	NYT_ENG_20100705.0060:2729-2860	Don Carty	NYT_ENG_20100705.0060:1749-1757	1.0
CS14_ENG_151_01	per:title	LDC	NYT_ENG_20100705.0060:2729-2860	chairman	NYT_ENG_20100705.0060:1764-1771	1.0
CS14_ENG_151_00	org:top_members_employees	LDC	WPB_ENG_20100122.0053:426-574,WPB_ENG_20100122.0053:576-603	Tom Horton	WPB_ENG_20100122.0053:540-549	1.0
CS14_ENG_151_01	per:title	LDC	WPB_ENG_20100122.0053:426-574,WPB_ENG_20100122.0053:576-603	chief financial officer	WPB_ENG_20100122.0053:552-574	1.0
